tasks,utilization,gpu
1,0.07625999999999904,0
1,0.07625999999999904,1
1,0.07625999999999906,2
1,0.07625999999999904,3
1,0.07625999999999904,4
1,0.07625999999999904,5
1,0.07625999999999904,6
1,0.07625999999999904,7
1,0.07625999999999904,8
1,0.07625999999999904,9
1,0.07625999999999904,10
1,0.07625999999999904,11
1,0.07625999999999904,12
1,0.07625999999999906,13
1,0.07625999999999904,14
1,0.07625999999999904,15
1,0.07625999999999904,16
1,0.07625999999999904,17
1,0.07625999999999904,18
1,0.07625999999999904,19
1,0.07625999999999904,20
1,0.07625999999999904,21
1,0.07625999999999904,22
1,0.07625999999999904,23
1,0.07625999999999904,24
1,0.07625999999999904,25
1,0.07625999999999904,26
1,0.07625999999999904,27
1,0.07625999999999906,28
1,0.07625999999999904,29
1,0.07625999999999904,30
1,0.07625999999999904,31
1,0.07625999999999904,32
1,0.07625999999999904,33
1,0.07625999999999904,34
1,0.07625999999999904,35
1,0.07625999999999904,36
1,0.07625999999999904,37
1,0.07625999999999904,38
1,0.07625999999999904,39
1,0.07625999999999904,40
1,0.07625999999999904,41
1,0.07625999999999904,42
1,0.07625999999999904,43
1,0.07625999999999904,44
1,0.07625999999999904,45
1,0.07625999999999904,46
1,0.0762527777777766,47
1,0.07625999999999904,48
1,0.07625999999999904,49
1,0.07625999999999904,50
1,0.07624111111110997,51
1,0.07625999999999904,52
1,0.07625999999999904,53
1,0.07625999999999904,54
1,0.07624055555555442,55
1,0.07625999999999904,56
1,0.07625999999999904,57
1,0.07625999999999904,58
1,0.07622861111110994,59
1,0.07625999999999904,60
1,0.07625999999999904,61
1,0.07625999999999904,62
1,0.07619611111111002,63
1,0.07625999999999904,64
1,0.07625999999999904,65
1,0.07625999999999904,66
1,0.0761949999999988,67
1,0.07625999999999904,68
1,0.07625999999999904,69
1,0.07625999999999904,70
1,0.07618249999999904,71
1,0.07625999999999904,72
1,0.07625999999999904,73
1,0.07625999999999904,74
1,0.07618249999999904,75
1,0.07625999999999904,76
1,0.07625999999999904,77
1,0.07623222222222116,78
1,0.07618249999999904,79
1,0.07625999999999904,80
1,0.07625999999999904,81
1,0.07621972222222113,82
1,0.07618249999999904,83
1,0.07625999999999904,84
1,0.07625999999999904,85
1,0.07618694444444338,86
1,0.07618249999999904,87
1,0.07625999999999904,88
1,0.0762436111111101,89
1,0.07618249999999904,90
1,0.07618249999999904,91
1,0.07625999999999904,92
1,0.07619777777777677,93
1,0.07618249999999904,94
1,0.07618249999999904,95
1,0.07625999999999904,96
1,0.07619611111111015,97
1,0.07618249999999904,98
1,0.07618249999999904,99
1,0.07625638888888794,100
1,0.07618249999999904,101
1,0.07618249999999904,102
1,0.07618249999999904,103
1,0.07625611111111011,104
1,0.07618249999999904,105
1,0.07618249999999904,106
1,0.07618249999999904,107
1,0.07622916666666574,108
1,0.07618249999999904,109
1,0.07618249999999904,110
1,0.07618249999999904,111
1,0.07622472222222128,112
1,0.07618249999999904,113
1,0.07618249999999904,114
1,0.07618249999999906,115
1,0.07621416666666571,116
1,0.07618249999999904,117
1,0.07618249999999904,118
1,0.07618249999999904,119
1,0.07621111111111016,120
1,0.07618249999999904,121
1,0.07618249999999904,122
1,0.07618249999999904,123
1,0.07618361111111012,124
1,0.07618249999999904,125
1,0.07618249999999904,126
1,0.07618249999999904,127
1,0.07618249999999904,128
1,0.07618249999999904,129
1,0.07618249999999904,130
1,0.07618249999999904,131
1,0.07618249999999904,132
1,0.07618249999999904,133
1,0.07618249999999906,134
1,0.07618249999999904,135
1,0.07618249999999904,136
1,0.07618249999999904,137
1,0.07618249999999906,138
1,0.07618249999999904,139
1,0.07618249999999904,140
1,0.07618249999999904,141
